Site.no,PCTID,PCTAssignmentCategory,ElevationInMeters,annualRainfallInMillimeters,annualMeanTemperatureInCelsius,CharacteristicSpeciesComparisonSet
BD000F19,3638,Primary,7.82,1212.52,16.35,Dry Sclerophyll Forests (Shrubby sub-formation)
BD000F20,3638,Primary,14.29,1219.23,16.32,Dry Sclerophyll Forests (Shrubby sub-formation)
CULSUS16Z8P2,3638,Primary,5.63,1311.72,16.61,Dry Sclerophyll Forests (Shrubby sub-formation)
CULSUS16Z8P6,3638,Primary,7.17,1295.62,16.66,Dry Sclerophyll Forests (Shrubby sub-formation)
ELAGAR01,3638,Primary,26.01,1226.96,16.04,Dry Sclerophyll Forests (Shrubby sub-formation)
ELAGAR04,3638,Primary,28.01,1232.94,16.01,Dry Sclerophyll Forests (Shrubby sub-formation)
ELAGAR05,3638,Primary,19.29,1233.74,16.01,Dry Sclerophyll Forests (Shrubby sub-formation)
ELAGAR06,3638,Primary,27.62,1220.35,16.08,Dry Sclerophyll Forests (Shrubby sub-formation)
ELAGAR07,3638,Primary,23.99,1233.29,16.01,Dry Sclerophyll Forests (Shrubby sub-formation)
MOR04H3D,3638,Primary,9.95,1041.12,15.13,Dry Sclerophyll Forests (Shrubby sub-formation)
MOR35Q3D,3638,Primary,3.35,1033.46,15.17,Dry Sclerophyll Forests (Shrubby sub-formation)
NAR18Q3D,3638,Secondary,23.77,954.91,15.17,Dry Sclerophyll Forests (Shrubby sub-formation)
PAM03Q0F,3638,Primary,2.96,851.8,14.7,Dry Sclerophyll Forests (Shrubby sub-formation)
CUG05Q4L,3638,Primary,9.66,1363.64,16.62,Dry Sclerophyll Forests (Shrubby sub-formation)
CUG07Q5F,3638,Primary,1.9,1338.37,16.66,Dry Sclerophyll Forests (Shrubby sub-formation)
SXI01Q6L,3638,Primary,66.37,1303.7,16.16,Dry Sclerophyll Forests (Shrubby sub-formation)
SXI02Q7L,3638,Primary,25.29,1268.86,16.23,Dry Sclerophyll Forests (Shrubby sub-formation)
EDN08O0F,3638,Secondary,3.33,862.7,14.68,Dry Sclerophyll Forests (Shrubby sub-formation)
TRMLCK01,3638,Secondary,21.38,1223.49,15.88,Dry Sclerophyll Forests (Shrubby sub-formation)
ALP20Q8U,3638,Primary,6.87,1222.15,16.97,Dry Sclerophyll Forests (Shrubby sub-formation)
ALP29Q7M,3638,Primary,7.19,1208.96,16.98,Dry Sclerophyll Forests (Shrubby sub-formation)
ALP31Q7F,3638,Primary,3.44,1195.02,16.98,Dry Sclerophyll Forests (Shrubby sub-formation)
BTN09Q3F,3638,Primary,5.52,1077.24,17.06,Dry Sclerophyll Forests (Shrubby sub-formation)
PHC49A3F,3638,Primary,14.31,1100.4,16.98,Dry Sclerophyll Forests (Shrubby sub-formation)
PHC70Q6M,3638,Primary,10.49,1204.17,17.02,Dry Sclerophyll Forests (Shrubby sub-formation)
PHCA4Q2M,3638,Primary,5.84,1182.78,17.1,Dry Sclerophyll Forests (Shrubby sub-formation)
PHCA7Q4L,3638,Primary,5.26,1192.43,17.05,Dry Sclerophyll Forests (Shrubby sub-formation)
SMB01,3638,Primary,9.8,1335.27,16.73,Dry Sclerophyll Forests (Shrubby sub-formation)
SMB02,3638,Primary,15.66,1341.46,16.73,Dry Sclerophyll Forests (Shrubby sub-formation)
CRO11M3,3638,Primary,0.74,1311.19,16.65,Dry Sclerophyll Forests (Shrubby sub-formation)
EP008F,3638,Primary,10.41,1035.88,15.16,Dry Sclerophyll Forests (Shrubby sub-formation)
EURJM06P,3638,Primary,7.07,1044.13,15.21,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ22072F,3638,Primary,13.15,1061.01,15.21,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ22073F,3638,Primary,11.83,1061.28,15.21,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ23081,3638,Primary,13.58,1225.82,16.02,Dry Sclerophyll Forests (Shrubby sub-formation)
BRY002CS,3638,Primary,13.31,1313,16.69,Dry Sclerophyll Forests (Shrubby sub-formation)
BRY003CS,3638,Primary,14.46,1315.14,16.71,Dry Sclerophyll Forests (Shrubby sub-formation)
BRY004CS,3638,Primary,12.5,1307.59,16.7,Dry Sclerophyll Forests (Shrubby sub-formation)
GER002CS,3638,Primary,9.9,1360.45,16.7,Dry Sclerophyll Forests (Shrubby sub-formation)
MIL006CS,3638,Primary,36.65,1261.28,16,Dry Sclerophyll Forests (Shrubby sub-formation)
MIL022CS,3638,Primary,13.7,1232.01,16.01,Dry Sclerophyll Forests (Shrubby sub-formation)
NOW019CS,3638,Primary,4.71,1280.49,16.65,Dry Sclerophyll Forests (Shrubby sub-formation)
SUS003CS,3638,Primary,9.9,1198.53,16.33,Dry Sclerophyll Forests (Shrubby sub-formation)
HSFL101,3638,Primary,6,1207.88,16.98,Dry Sclerophyll Forests (Shrubby sub-formation)
SDFL106,3638,Primary,0.82,1168.69,17.11,Dry Sclerophyll Forests (Shrubby sub-formation)
TEC002,3638,Primary,3.57,1005.72,15.16,Dry Sclerophyll Forests (Shrubby sub-formation)
TEC28,3638,Primary,0.2,1287.49,16.66,Dry Sclerophyll Forests (Shrubby sub-formation)
TEC39,3638,Primary,19.5,1228.07,16.06,Dry Sclerophyll Forests (Shrubby sub-formation)
TEC43,3638,Primary,43.28,1227.13,16.15,Dry Sclerophyll Forests (Shrubby sub-formation)
TEC45,3638,Primary,22.9,1232.41,16.03,Dry Sclerophyll Forests (Shrubby sub-formation)
BSFBia02,3638,Primary,5.85,960.06,15.1,Dry Sclerophyll Forests (Shrubby sub-formation)
1BEG7,3638,Secondary,23.59,946.62,14.73,Dry Sclerophyll Forests (Shrubby sub-formation)
JMBEN71,3638,Primary,9.46,856.52,14.66,Dry Sclerophyll Forests (Shrubby sub-formation)
JMBEN72,3638,Primary,1.1,848.23,14.75,Dry Sclerophyll Forests (Shrubby sub-formation)
JMBIA22,3638,Primary,13.4,963.35,15.06,Dry Sclerophyll Forests (Shrubby sub-formation)
JMBIA26,3638,Primary,18.47,965.7,15.04,Dry Sclerophyll Forests (Shrubby sub-formation)
FW1S1,3639,Secondary,5.84,1306.55,16.64,Dry Sclerophyll Forests (Shrubby sub-formation)
FW1S2,3639,Secondary,5.24,1306.2,16.64,Dry Sclerophyll Forests (Shrubby sub-formation)
FW1S3,3639,Secondary,5.24,1306.2,16.64,Dry Sclerophyll Forests (Shrubby sub-formation)
BD000FC1,3639,Primary,10.55,1247.58,16.4,Dry Sclerophyll Forests (Shrubby sub-formation)
BD00RF15,3639,Secondary,21.41,1286.88,16.45,Dry Sclerophyll Forests (Shrubby sub-formation)
BOD41Q3D,3639,Primary,4.64,1000.3,15.12,Dry Sclerophyll Forests (Shrubby sub-formation)
CRK01Q4R,3639,Primary,2.38,1334.11,16.62,Dry Sclerophyll Forests (Shrubby sub-formation)
CTL07O6U,3639,Primary,2.4,951.44,15.21,Dry Sclerophyll Forests (Shrubby sub-formation)
MRH03O0F,3639,Primary,13.6,953.09,15,Dry Sclerophyll Forests (Shrubby sub-formation)
MRH04O0V,3639,Primary,12.89,963.47,14.89,Dry Sclerophyll Forests (Shrubby sub-formation)
NRM02O0D,3639,Primary,7.51,983.04,15.15,Dry Sclerophyll Forests (Shrubby sub-formation)
NRM03O0D,3639,Primary,9.89,957.72,15.23,Dry Sclerophyll Forests (Shrubby sub-formation)
CN24A21D,3639,Primary,2.94,954.03,15.15,Dry Sclerophyll Forests (Shrubby sub-formation)
EP007G,3639,Primary,7.89,1035.17,15.12,Dry Sclerophyll Forests (Shrubby sub-formation)
GER001CS,3639,Primary,4.82,1333.14,16.79,Dry Sclerophyll Forests (Shrubby sub-formation)
TEC40,3639,Primary,19.56,1224.05,16.09,Dry Sclerophyll Forests (Shrubby sub-formation)
TEC44,3639,Primary,38.68,1229.09,16.16,Dry Sclerophyll Forests (Shrubby sub-formation)
BSFBia01,3639,Primary,7.68,964.45,15.05,Dry Sclerophyll Forests (Shrubby sub-formation)
BEG04O5F,3640,Primary,0,907.07,14.88,Dry Sclerophyll Forests (Shrubby sub-formation)
1NAD2,3640,Secondary,3.48,906.18,14.59,Dry Sclerophyll Forests (Shrubby sub-formation)
JMNA113,3640,Secondary,0.35,898.3,14.63,Dry Sclerophyll Forests (Shrubby sub-formation)
NAR35Q0F,3641,Primary,2.57,853.95,14.71,Dry Sclerophyll Forests (Shrubby sub-formation)
NAR36Q0F,3641,Primary,2.74,849.35,14.73,Dry Sclerophyll Forests (Shrubby sub-formation)
NAR37Q0F,3641,Primary,4.28,858.52,14.7,Dry Sclerophyll Forests (Shrubby sub-formation)
1NAR7,3641,Primary,8.57,868.98,14.61,Dry Sclerophyll Forests (Shrubby sub-formation)
1NAR8,3641,Primary,6.11,861.66,14.68,Dry Sclerophyll Forests (Shrubby sub-formation)
JMNA119,3641,Primary,12.23,920.77,14.53,Dry Sclerophyll Forests (Shrubby sub-formation)
BEMFIRE1,3642,Primary,267.26,970.96,13.25,Dry Sclerophyll Forests (Shrubby sub-formation)
BEMFIRE3,3642,Primary,438.74,1036.15,12.45,Dry Sclerophyll Forests (Shrubby sub-formation)
BEMFIRE4,3642,Primary,535.29,1053.6,12.23,Dry Sclerophyll Forests (Shrubby sub-formation)
BEMFIRE5,3642,Primary,486.82,1054.86,12.21,Dry Sclerophyll Forests (Shrubby sub-formation)
BEMFIRE8,3642,Primary,499.75,1061.14,12.17,Dry Sclerophyll Forests (Shrubby sub-formation)
Acgeo03,3642,Secondary,413.26,1054.37,12.31,Dry Sclerophyll Forests (Shrubby sub-formation)
Acgeo04,3642,Primary,189.56,968.35,13.89,Dry Sclerophyll Forests (Shrubby sub-formation)
Acgeo08,3642,Primary,274.12,948.52,13.55,Dry Sclerophyll Forests (Shrubby sub-formation)
JMWAD08,3642,Primary,189.56,968.35,13.89,Dry Sclerophyll Forests (Shrubby sub-formation)
JMWAD09,3642,Primary,120.88,946.63,14.26,Dry Sclerophyll Forests (Shrubby sub-formation)
KMBG08,3643,Secondary,731.84,814.11,12.44,Dry Sclerophyll Forests (Shrubby sub-formation)
KMBG16,3643,Secondary,693.21,808.17,12.65,Dry Sclerophyll Forests (Shrubby sub-formation)
KMBG22,3643,Primary,690.66,808.62,12.69,Dry Sclerophyll Forests (Shrubby sub-formation)
DOBOFF06,3643,Secondary,677.13,702.76,12.71,Dry Sclerophyll Forests (Shrubby sub-formation)
GLBNBB11,3643,Primary,719.12,683.56,12.69,Dry Sclerophyll Forests (Shrubby sub-formation)
GLBNBB13,3643,Primary,722.08,690.41,12.59,Dry Sclerophyll Forests (Shrubby sub-formation)
GLBNBB14,3643,Primary,710.07,687.68,12.63,Dry Sclerophyll Forests (Shrubby sub-formation)
KMGL01,3643,Primary,682.3,862.53,12.8,Dry Sclerophyll Forests (Shrubby sub-formation)
KMGV02,3643,Primary,680.93,848.02,12.92,Dry Sclerophyll Forests (Shrubby sub-formation)
KMGV03,3643,Primary,676.64,849.21,12.84,Dry Sclerophyll Forests (Shrubby sub-formation)
KMGV05,3643,Primary,728.73,856.92,12.89,Dry Sclerophyll Forests (Shrubby sub-formation)
KMGV08,3643,Primary,649.5,856.05,13.22,Dry Sclerophyll Forests (Shrubby sub-formation)
NNR009,3643,Primary,664.9,706.78,12.22,Dry Sclerophyll Forests (Shrubby sub-formation)
NNR022,3643,Primary,678.18,766.89,12.01,Dry Sclerophyll Forests (Shrubby sub-formation)
HLL18H6U,3643,Primary,681.2,848.43,13,Dry Sclerophyll Forests (Shrubby sub-formation)
CKBNDN2,3643,Secondary,732.03,698.33,12.66,Dry Sclerophyll Forests (Shrubby sub-formation)
CKBNDN3,3643,Primary,827.57,741.06,12.03,Dry Sclerophyll Forests (Shrubby sub-formation)
PMDRIS1,3643,Primary,758.77,737.65,12.15,Dry Sclerophyll Forests (Shrubby sub-formation)
PMDRIS2,3643,Primary,786.15,745.24,12.08,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ21116,3643,Secondary,659.39,756.27,12.13,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ21118,3643,Primary,726.58,703.39,12.25,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ21119,3643,Primary,641.65,690.52,12.37,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ22129,3643,Primary,677.9,834.99,12.13,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ22272R,3643,Primary,655.41,764.03,13.39,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ22370R,3643,Secondary,600.42,716.69,13.22,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ22376G,3643,Primary,601.87,778.2,13.08,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ22380M,3643,Primary,668.76,852.84,12.94,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ24120M,3643,Primary,582.84,730.07,13.26,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ24121R,3643,Secondary,575.49,746.55,13.12,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ24230M,3643,Primary,789.17,748.99,12.16,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ24233M,3643,Primary,798.96,763.71,12.07,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ24243M,3643,Primary,777.25,746.7,12.07,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ40001M,3643,Primary,905.98,773.01,11.59,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ40004,3643,Primary,733.89,718.4,12.33,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ40067,3643,Primary,797.28,751.06,12.17,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ40072,3643,Primary,726.22,712.67,12.21,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ40096,3643,Primary,692.92,694.51,12.31,Dry Sclerophyll Forests (Shrubby sub-formation)
BUG001HQ,3643,Primary,780.27,700.55,12.64,Dry Sclerophyll Forests (Shrubby sub-formation)
BUG011IA,3643,Primary,615.81,705.2,13.09,Dry Sclerophyll Forests (Shrubby sub-formation)
BUG020LQ,3643,Primary,783.94,742.89,12.1,Dry Sclerophyll Forests (Shrubby sub-formation)
CAN022LQ,3643,Primary,659.56,850.89,12.74,Dry Sclerophyll Forests (Shrubby sub-formation)
CAN041HQ,3643,Primary,657.03,746.8,12.77,Dry Sclerophyll Forests (Shrubby sub-formation)
CHA003LQ,3643,Primary,721.73,736.2,12.35,Dry Sclerophyll Forests (Shrubby sub-formation)
CHA004HQ,3643,Primary,785.53,768.16,11.96,Dry Sclerophyll Forests (Shrubby sub-formation)
HAN016HQ,3643,Primary,763.97,811.11,12.53,Dry Sclerophyll Forests (Shrubby sub-formation)
INV001HQ,3643,Primary,740,718.69,12.19,Dry Sclerophyll Forests (Shrubby sub-formation)
INV002HQ,3643,Primary,788,736.97,11.98,Dry Sclerophyll Forests (Shrubby sub-formation)
INV003HQ,3643,Primary,748.62,724.68,12.12,Dry Sclerophyll Forests (Shrubby sub-formation)
INV004HQ,3643,Primary,755,739.92,11.94,Dry Sclerophyll Forests (Shrubby sub-formation)
KOO007,3643,Primary,769.45,738.86,12.12,Dry Sclerophyll Forests (Shrubby sub-formation)
KOO008,3643,Primary,737.54,729.56,12.22,Dry Sclerophyll Forests (Shrubby sub-formation)
NER001HQ,3643,Primary,690.2,848.62,12.4,Dry Sclerophyll Forests (Shrubby sub-formation)
OAL001AV,3643,Primary,691.29,719.84,12.01,Dry Sclerophyll Forests (Shrubby sub-formation)
OAL006LQ,3643,Primary,633.21,688.72,12.53,Dry Sclerophyll Forests (Shrubby sub-formation)
TAR009LQ,3643,Primary,776.41,716.77,12.59,Dry Sclerophyll Forests (Shrubby sub-formation)
TAR014LQ,3643,Primary,779.85,755.72,11.86,Dry Sclerophyll Forests (Shrubby sub-formation)
TOW002LQ,3643,Primary,857.48,773.27,11.75,Dry Sclerophyll Forests (Shrubby sub-formation)
TOW009LQ,3643,Primary,833.56,806.32,11.38,Dry Sclerophyll Forests (Shrubby sub-formation)
TOW010LQ,3643,Primary,874.91,750.53,11.91,Dry Sclerophyll Forests (Shrubby sub-formation)
TOW011LQ,3643,Primary,894.21,797.02,11.38,Dry Sclerophyll Forests (Shrubby sub-formation)
TOW014LQ,3643,Primary,855.6,756.53,11.77,Dry Sclerophyll Forests (Shrubby sub-formation)
WIN008HQ,3643,Primary,676.49,848.01,12.87,Dry Sclerophyll Forests (Shrubby sub-formation)
WIN009HQ,3643,Primary,696.23,867.56,12.71,Dry Sclerophyll Forests (Shrubby sub-formation)
WIN020IA,3643,Primary,675.57,903.8,12.84,Dry Sclerophyll Forests (Shrubby sub-formation)
WIN023HQ,3643,Primary,691.48,776.71,12.59,Dry Sclerophyll Forests (Shrubby sub-formation)
WIN026LQ,3643,Primary,668.88,853.9,12.75,Dry Sclerophyll Forests (Shrubby sub-formation)
WIN027HQ,3643,Primary,641.48,770.27,13.11,Dry Sclerophyll Forests (Shrubby sub-formation)
TOU023LQ,3643,Primary,639.11,745.73,13.03,Dry Sclerophyll Forests (Shrubby sub-formation)
TOU025LQ,3643,Primary,593.83,758.03,13.22,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ21219,3643,Primary,865.46,780.45,11.53,Dry Sclerophyll Forests (Shrubby sub-formation)
SZ21225,3643,Primary,799.65,721.89,12.06,Dry Sclerophyll Forests (Shrubby sub-formation)
B09TV,3643,Secondary,572.03,721.04,13.38,Dry Sclerophyll Forests (Shrubby sub-formation)
W001L,3643,Primary,680.68,756.7,12.86,Dry Sclerophyll Forests (Shrubby sub-formation)
TARLO013,3643,Primary,751.21,707.65,12.52,Dry Sclerophyll Forests (Shrubby sub-formation)
MORT11,3643,Primary,620.37,773.97,13.68,Dry Sclerophyll Forests (Shrubby sub-formation)
MORT12,3643,Primary,635.67,815.73,13.04,Dry Sclerophyll Forests (Shrubby sub-formation)
MORT22,3643,Primary,622.87,821.55,13.18,Dry Sclerophyll Forests (Shrubby sub-formation)
UMC188,3643,Secondary,775.5,745.81,11.67,Dry Sclerophyll Forests (Shrubby sub-formation)
UMC189,3643,Primary,816.36,766.16,11.28,Dry Sclerophyll Forests (Shrubby sub-formation)
WSCSD89,3643,Primary,647.46,776.51,13.55,Dry Sclerophyll Forests (Shrubby sub-formation)
DEUA0017,3644,Primary,417.28,1060.69,12.87,Dry Sclerophyll Forests (Shrubby sub-formation)
DEUA0054,3645,Primary,936.06,956.23,10.64,Dry Sclerophyll Forests (Shrubby sub-formation)
DEUA0055,3645,Primary,933.06,1005.08,10.23,Dry Sclerophyll Forests (Shrubby sub-formation)
BM36S21D,3646,Primary,56.55,987.64,14.79,Dry Sclerophyll Forests (Shrubby sub-formation)
EDN003BM,3646,Primary,458.83,1074,12.32,Dry Sclerophyll Forests (Shrubby sub-formation)
EDN009AR,3646,Primary,80.18,905.4,14.29,Dry Sclerophyll Forests (Shrubby sub-formation)
EDN009BR,3646,Primary,121.51,932.33,14.01,Dry Sclerophyll Forests (Shrubby sub-formation)
EDN009CM,3646,Primary,94.79,897.8,14.22,Dry Sclerophyll Forests (Shrubby sub-formation)
EDN010BR,3646,Primary,111.9,956.46,13.99,Dry Sclerophyll Forests (Shrubby sub-formation)
EDN012AR,3646,Primary,156.19,956.29,13.75,Dry Sclerophyll Forests (Shrubby sub-formation)
EDN012BM,3646,Primary,148.72,979.92,13.74,Dry Sclerophyll Forests (Shrubby sub-formation)
EDN012BR,3646,Primary,156.88,981.89,13.65,Dry Sclerophyll Forests (Shrubby sub-formation)
JMBO_101,3646,Primary,53.36,897.23,14.46,Dry Sclerophyll Forests (Shrubby sub-formation)
JMBO_103,3646,Primary,65.64,897.52,14.44,Dry Sclerophyll Forests (Shrubby sub-formation)
DBNULL05,3646,Primary,378.13,1023.34,12.72,Dry Sclerophyll Forests (Shrubby sub-formation)
DBNULL06,3646,Primary,253.21,982.99,13.27,Dry Sclerophyll Forests (Shrubby sub-formation)
DBNULL07,3646,Primary,345.26,1008.45,12.89,Dry Sclerophyll Forests (Shrubby sub-formation)
DBNULL12,3646,Primary,175.38,924.17,13.65,Dry Sclerophyll Forests (Shrubby sub-formation)
DBNULL53,3646,Primary,206.89,941.12,13.57,Dry Sclerophyll Forests (Shrubby sub-formation)
DBNULL73,3646,Primary,483.03,1088.08,12.31,Dry Sclerophyll Forests (Shrubby sub-formation)
1EDE12,3646,Primary,145.34,942.98,13.98,Dry Sclerophyll Forests (Shrubby sub-formation)
1EDE5,3646,Primary,209.97,961.96,13.43,Dry Sclerophyll Forests (Shrubby sub-formation)
1KIA6,3646,Primary,53.01,874.73,14.48,Dry Sclerophyll Forests (Shrubby sub-formation)
1MI16,3646,Primary,233.27,942.69,13.31,Dry Sclerophyll Forests (Shrubby sub-formation)
1NAD8,3646,Primary,24.63,922.68,14.45,Dry Sclerophyll Forests (Shrubby sub-formation)
1NAR3,3646,Primary,82.46,910.24,14.3,Dry Sclerophyll Forests (Shrubby sub-formation)
1PAM1,3646,Primary,121.04,918.47,14.15,Dry Sclerophyll Forests (Shrubby sub-formation)
2KIA01W,3646,Primary,122.89,935.01,13.98,Dry Sclerophyll Forests (Shrubby sub-formation)
2KIA02N,3646,Primary,139.1,921.96,14.07,Dry Sclerophyll Forests (Shrubby sub-formation)
2KIA05E,3646,Primary,131.5,945.25,13.91,Dry Sclerophyll Forests (Shrubby sub-formation)
2NAD07N,3646,Primary,325.66,1116.1,12.74,Dry Sclerophyll Forests (Shrubby sub-formation)
2NAR02W,3646,Primary,98.91,921.84,14.19,Dry Sclerophyll Forests (Shrubby sub-formation)
KIA15Q6M,3646,Primary,46.57,866.96,14.57,Dry Sclerophyll Forests (Shrubby sub-formation)
KIA17Q8F,3646,Primary,74.22,915.45,14.31,Dry Sclerophyll Forests (Shrubby sub-formation)
6YAM2N,3648,Primary,440.14,1031.53,11.92,Dry Sclerophyll Forests (Shrubby sub-formation)
JINGO61,3648,Primary,521.78,1114.4,11.86,Dry Sclerophyll Forests (Shrubby sub-formation)
BONDID,3648,Primary,559,1024.66,11.29,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21002M,3648,Primary,288.68,999.61,12.8,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21003R,3648,Primary,331.12,1034.69,12.47,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21004R,3648,Primary,255.92,979.42,13.04,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21007R,3648,Primary,302.29,1003.79,12.86,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21009M,3648,Primary,211.43,975,13.33,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21010G,3648,Primary,157.55,956.82,13.57,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21012M,3648,Primary,355.29,1052.49,12.33,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21013R,3648,Primary,318.16,993.13,12.77,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21014M,3648,Primary,238.69,953.48,13.17,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21015M,3648,Primary,367.25,1029.99,12.53,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21016R,3648,Primary,358.07,967.56,12.52,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21017M,3648,Primary,305.5,947.49,12.73,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21019R,3648,Primary,273.61,957.46,13,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21021G,3648,Primary,353.07,1008.11,12.41,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21022M,3648,Primary,347.94,975.19,12.42,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21025R,3648,Primary,284.25,961.13,12.96,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21042,3648,Primary,414.48,1028.78,11.89,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21043,3648,Primary,409.5,1002.3,12.08,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21044,3648,Primary,449.34,1000.85,12.01,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21045,3648,Primary,440.14,1031.53,11.92,Dry Sclerophyll Forests (Shrubby sub-formation)
ED21046,3648,Primary,398.6,993.71,12.11,Dry Sclerophyll Forests (Shrubby sub-formation)
EDN012AM,3648,Primary,176.17,968.06,13.61,Dry Sclerophyll Forests (Shrubby sub-formation)
MPFR25,3648,Primary,502.94,1073.9,11.58,Dry Sclerophyll Forests (Shrubby sub-formation)
EW014,3648,Primary,461.45,1046.92,11.96,Dry Sclerophyll Forests (Shrubby sub-formation)
NUN004,3648,Primary,524.57,971.23,11.43,Dry Sclerophyll Forests (Shrubby sub-formation)
1MI09,3648,Primary,650.66,1185.76,10.75,Dry Sclerophyll Forests (Shrubby sub-formation)
1MI13,3648,Primary,511.52,1125.88,11.29,Dry Sclerophyll Forests (Shrubby sub-formation)
1MI14,3648,Primary,335.34,968.62,12.54,Dry Sclerophyll Forests (Shrubby sub-formation)
1NAR10,3648,Primary,111.25,978.87,13.89,Dry Sclerophyll Forests (Shrubby sub-formation)
1NUN27,3648,Primary,613.13,1078.22,10.9,Dry Sclerophyll Forests (Shrubby sub-formation)
1TIM11,3648,Primary,344.78,1056.5,12.42,Dry Sclerophyll Forests (Shrubby sub-formation)
1TIM15,3648,Primary,148.28,951.47,13.74,Dry Sclerophyll Forests (Shrubby sub-formation)
1TIM2,3648,Primary,309.24,1003.32,12.73,Dry Sclerophyll Forests (Shrubby sub-formation)
1TIM7,3648,Primary,84.33,996.17,14.05,Dry Sclerophyll Forests (Shrubby sub-formation)
1YAM3,3648,Primary,359.73,1000.51,12.23,Dry Sclerophyll Forests (Shrubby sub-formation)
MTI07Q4V,3648,Primary,386.95,1007.68,12.37,Dry Sclerophyll Forests (Shrubby sub-formation)
